;longitude;latitude;level;time;nh3_conc
249;0.44999998807907104;41.75;50.0;0 days 01:00:00;2.0733159
250;0.44999998807907104;41.650001525878906;50.0;0 days 00:00:00;1.5279502
251;0.44999998807907104;41.650001525878906;50.0;0 days 01:00:00;1.6186457
252;0.44999998807907104;41.54999923706055;50.0;0 days 00:00:00;0.9378054
253;0.44999998807907104;41.54999923706055;50.0;0 days 01:00:00;1.051971
254;0.44999998807907104;41.45000076293945;50.0;0 days 00:00:00;0.7166463
255;0.44999998807907104;41.45000076293945;50.0;0 days 01:00:00;0.7809957
256;0.44999998807907104;41.349998474121094;50.0;0 days 00:00:00;0.4513989
257;0.44999998807907104;41.349998474121094;50.0;0 days 01:00:00;0.61368066
258;0.44999998807907104;41.25;50.0;0 days 00:00:00;0.36572433
259;0.44999998807907104;41.25;50.0;0 days 01:00:00;0.5259375
260;0.44999998807907104;41.150001525878906;50.0;0 days 00:00:00;0.38573322
261;0.44999998807907104;41.150001525878906;50.0;0 days 01:00:00;0.48658854
262;0.44999998807907104;41.04999923706055;50.0;0 days 00:00:00;0.35142466
263;0.44999998807907104;41.04999923706055;50.0;0 days 01:00:00;0.47457948
264;0.44999998807907104;40.95000076293945;50.0;0 days 00:00:00;0.33830094
265;0.44999998807907104;40.95000076293945;50.0;0 days 01:00:00;0.43678394
266;0.550000011920929;42.75;50.0;0 days 00:00:00;0.32091218
267;0.550000011920929;42.75;50.0;0 days 01:00:00;0.2977556
268;0.550000011920929;42.650001525878906;50.0;0 days 00:00:00;0.29520386
269;0.550000011920929;42.650001525878906;50.0;0 days 01:00:00;0.35408565
270;0.550000011920929;42.54999923706055;50.0;0 days 00:00:00;0.42182967
271;0.550000011920929;42.54999923706055;50.0;0 days 01:00:00;0.5385683
272;0.550000011920929;42.45000076293945;50.0;0 days 00:00:00;0.6804966
273;0.550000011920929;42.45000076293945;50.0;0 days 01:00:00;0.8835901
274;0.550000011920929;42.349998474121094;50.0;0 days 00:00:00;1.2163773
275;0.550000011920929;42.349998474121094;50.0;0 days 01:00:00;1.767348
276;0.550000011920929;42.25;50.0;0 days 00:00:00;1.6349926
277;0.550000011920929;42.25;50.0;0 days 01:00:00;2.5995908
278;0.550000011920929;42.150001525878906;50.0;0 days 00:00:00;1.826745
279;0.550000011920929;42.150001525878906;50.0;0 days 01:00:00;2.6332242
280;0.550000011920929;42.04999923706055;50.0;0 days 00:00:00;1.2439134
281;0.550000011920929;42.04999923706055;50.0;0 days 01:00:00;1.8654696
282;0.550000011920929;41.95000076293945;50.0;0 days 00:00:00;1.5017934
283;0.550000011920929;41.95000076293945;50.0;0 days 01:00:00;1.9724249
284;0.550000011920929;41.849998474121094;50.0;0 days 00:00:00;1.9943309
285;0.550000011920929;41.849998474121094;50.0;0 days 01:00:00;2.578462
286;0.550000011920929;41.75;50.0;0 days 00:00:00;2.7839596
287;0.550000011920929;41.75;50.0;0 days 01:00:00;2.914379
288;0.550000011920929;41.650001525878906;50.0;0 days 00:00:00;2.1954536
289;0.550000011920929;41.650001525878906;50.0;0 days 01:00:00;2.371025
290;0.550000011920929;41.54999923706055;50.0;0 days 00:00:00;1.6678454
291;0.550000011920929;41.54999923706055;50.0;0 days 01:00:00;1.6574075
292;0.550000011920929;41.45000076293945;50.0;0 days 00:00:00;1.0920118
293;0.550000011920929;41.45000076293945;50.0;0 days 01:00:00;1.0276482
294;0.550000011920929;41.349998474121094;50.0;0 days 00:00:00;0.68413985
295;0.550000011920929;41.349998474121094;50.0;0 days 01:00:00;0.7517613
296;0.550000011920929;41.25;50.0;0 days 00:00:00;0.4373799
297;0.550000011920929;41.25;50.0;0 days 01:00:00;0.6007266
298;0.550000011920929;41.150001525878906;50.0;0 days 00:00:00;0.4318714
299;0.550000011920929;41.150001525878906;50.0;0 days 01:00:00;0.53311664
300;0.550000011920929;41.04999923706055;50.0;0 days 00:00:00;0.3941736
301;0.550000011920929;41.04999923706055;50.0;0 days 01:00:00;0.4999432
302;0.550000011920929;40.95000076293945;50.0;0 days 00:00:00;0.35858873
303;0.550000011920929;40.95000076293945;50.0;0 days 01:00:00;0.47388583
304;0.6499999761581421;42.75;50.0;0 days 00:00:00;0.5543548
305;0.6499999761581421;42.75;50.0;0 days 01:00:00;0.5671783
306;0.6499999761581421;42.650001525878906;50.0;0 days 00:00:00;0.44290528
307;0.6499999761581421;42.650001525878906;50.0;0 days 01:00:00;0.54240346
308;0.6499999761581421;42.54999923706055;50.0;0 days 00:00:00;0.57879746
309;0.6499999761581421;42.54999923706055;50.0;0 days 01:00:00;0.734814
310;0.6499999761581421;42.45000076293945;50.0;0 days 00:00:00;0.8618741
311;0.6499999761581421;42.45000076293945;50.0;0 days 01:00:00;1.205616
312;0.6499999761581421;42.349998474121094;50.0;0 days 00:00:00;1.409365
313;0.6499999761581421;42.349998474121094;50.0;0 days 01:00:00;2.103226
314;0.6499999761581421;42.25;50.0;0 days 00:00:00;1.8604513
315;0.6499999761581421;42.25;50.0;0 days 01:00:00;3.009224
316;0.6499999761581421;42.150001525878906;50.0;0 days 00:00:00;1.7953088
317;0.6499999761581421;42.150001525878906;50.0;0 days 01:00:00;2.472567
318;0.6499999761581421;42.04999923706055;50.0;0 days 00:00:00;1.228786
319;0.6499999761581421;42.04999923706055;50.0;0 days 01:00:00;1.8380817
320;0.6499999761581421;41.95000076293945;50.0;0 days 00:00:00;1.5281439
321;0.6499999761581421;41.95000076293945;50.0;0 days 01:00:00;1.8326149
322;0.6499999761581421;41.849998474121094;50.0;0 days 00:00:00;2.199502
323;0.6499999761581421;41.849998474121094;50.0;0 days 01:00:00;3.0104496
324;0.6499999761581421;41.75;50.0;0 days 00:00:00;3.594365
325;0.6499999761581421;41.75;50.0;0 days 01:00:00;3.801789
326;0.6499999761581421;41.650001525878906;50.0;0 days 00:00:00;2.9050903
327;0.6499999761581421;41.650001525878906;50.0;0 days 01:00:00;3.1490774
328;0.6499999761581421;41.54999923706055;50.0;0 days 00:00:00;2.1555166
329;0.6499999761581421;41.54999923706055;50.0;0 days 01:00:00;1.8884325
330;0.6499999761581421;41.45000076293945;50.0;0 days 00:00:00;1.2110525
331;0.6499999761581421;41.45000076293945;50.0;0 days 01:00:00;1.1747571
332;0.6499999761581421;41.349998474121094;50.0;0 days 00:00:00;0.8734524
333;0.6499999761581421;41.349998474121094;50.0;0 days 01:00:00;0.8690222
334;0.6499999761581421;41.25;50.0;0 days 00:00:00;0.7015881
335;0.6499999761581421;41.25;50.0;0 days 01:00:00;0.7200054
336;0.6499999761581421;41.150001525878906;50.0;0 days 00:00:00;0.66781867
337;0.6499999761581421;41.150001525878906;50.0;0 days 01:00:00;0.58777696
338;0.6499999761581421;41.04999923706055;50.0;0 days 00:00:00;0.5529284
339;0.6499999761581421;41.04999923706055;50.0;0 days 01:00:00;0.5220926
340;0.6499999761581421;40.95000076293945;50.0;0 days 00:00:00;0.41349056
341;0.6499999761581421;40.95000076293945;50.0;0 days 01:00:00;0.49579984
342;0.75;42.75;50.0;0 days 00:00:00;1.4023759
343;0.75;42.75;50.0;0 days 01:00:00;0.83374107
344;0.75;42.650001525878906;50.0;0 days 00:00:00;0.62125325
345;0.75;42.650001525878906;50.0;0 days 01:00:00;0.59416205
346;0.75;42.54999923706055;50.0;0 days 00:00:00;0.5594627
347;0.75;42.54999923706055;50.0;0 days 01:00:00;0.5972485
348;0.75;42.45000076293945;50.0;0 days 00:00:00;0.7047021
349;0.75;42.45000076293945;50.0;0 days 01:00:00;1.0183579
350;0.75;42.349998474121094;50.0;0 days 00:00:00;1.3720909
351;0.75;42.349998474121094;50.0;0 days 01:00:00;2.0153763
352;0.75;42.25;50.0;0 days 00:00:00;2.1998563
353;0.75;42.25;50.0;0 days 01:00:00;3.3524632
354;0.75;42.150001525878906;50.0;0 days 00:00:00;1.9216957
355;0.75;42.150001525878906;50.0;0 days 01:00:00;3.2001069
356;0.75;42.04999923706055;50.0;0 days 00:00:00;1.4975195
357;0.75;42.04999923706055;50.0;0 days 01:00:00;2.2126043
358;0.75;41.95000076293945;50.0;0 days 00:00:00;1.8432215
359;0.75;41.95000076293945;50.0;0 days 01:00:00;2.9216905
360;0.75;41.849998474121094;50.0;0 days 00:00:00;3.0614595
361;0.75;41.849998474121094;50.0;0 days 01:00:00;3.9404898
362;0.75;41.75;50.0;0 days 00:00:00;4.610982
363;0.75;41.75;50.0;0 days 01:00:00;5.131149
364;0.75;41.650001525878906;50.0;0 days 00:00:00;3.6835406
365;0.75;41.650001525878906;50.0;0 days 01:00:00;3.9947069
366;0.75;41.54999923706055;50.0;0 days 00:00:00;2.1613688
367;0.75;41.54999923706055;50.0;0 days 01:00:00;1.96769
368;0.75;41.45000076293945;50.0;0 days 00:00:00;1.1031016
369;0.75;41.45000076293945;50.0;0 days 01:00:00;1.0049117
370;0.75;41.349998474121094;50.0;0 days 00:00:00;0.85931706
371;0.75;41.349998474121094;50.0;0 days 01:00:00;0.87354124
372;0.75;41.25;50.0;0 days 00:00:00;0.74580073
373;0.75;41.25;50.0;0 days 01:00:00;0.8103562
374;0.75;41.150001525878906;50.0;0 days 00:00:00;0.72324723
375;0.75;41.150001525878906;50.0;0 days 01:00:00;0.61163163
376;0.75;41.04999923706055;50.0;0 days 00:00:00;0.57596064
377;0.75;41.04999923706055;50.0;0 days 01:00:00;0.53680706
378;0.75;40.95000076293945;50.0;0 days 00:00:00;0.4072618
379;0.75;40.95000076293945;50.0;0 days 01:00:00;0.50373214
380;0.8500000238418579;42.75;50.0;0 days 00:00:00;1.1353993
381;0.8500000238418579;42.75;50.0;0 days 01:00:00;0.6502932
382;0.8500000238418579;42.650001525878906;50.0;0 days 00:00:00;0.51093173
383;0.8500000238418579;42.650001525878906;50.0;0 days 01:00:00;0.3924727
384;0.8500000238418579;42.54999923706055;50.0;0 days 00:00:00;0.49504313
385;0.8500000238418579;42.54999923706055;50.0;0 days 01:00:00;0.41269922
386;0.8500000238418579;42.45000076293945;50.0;0 days 00:00:00;0.61927617
387;0.8500000238418579;42.45000076293945;50.0;0 days 01:00:00;0.70534337
388;0.8500000238418579;42.349998474121094;50.0;0 days 00:00:00;1.3122348
389;0.8500000238418579;42.349998474121094;50.0;0 days 01:00:00;1.7937065
390;0.8500000238418579;42.25;50.0;0 days 00:00:00;2.524632
391;0.8500000238418579;42.25;50.0;0 days 01:00:00;3.717906
392;0.8500000238418579;42.150001525878906;50.0;0 days 00:00:00;2.6775045
393;0.8500000238418579;42.150001525878906;50.0;0 days 01:00:00;3.871744
394;0.8500000238418579;42.04999923706055;50.0;0 days 00:00:00;2.0475638
395;0.8500000238418579;42.04999923706055;50.0;0 days 01:00:00;3.309184
396;0.8500000238418579;41.95000076293945;50.0;0 days 00:00:00;1.7681377
397;0.8500000238418579;41.95000076293945;50.0;0 days 01:00:00;3.3259423
398;0.8500000238418579;41.849998474121094;50.0;0 days 00:00:00;3.9871182
399;0.8500000238418579;41.849998474121094;50.0;0 days 01:00:00;5.472743
400;0.8500000238418579;41.75;50.0;0 days 00:00:00;5.918102
401;0.8500000238418579;41.75;50.0;0 days 01:00:00;6.746859
